COVID 19 Rules,Written Record,Recording,"Meeting
Record",Day,Month,Year,Date,"Press
Release",Topic/Subject,"Security Council
Outcome / Vote",Presidential Statement,Communique,Press Elements,Resolution,Unanimous,Failed,Vetoed,No Outcome,Closed Meeting,Presidency,Gender_Rep,P5 Presidency,Non-P5 Presidency,Region,PermRep_Name,Note
0,n/a,n/a,S/PV.4549(closed),5,June,2002,6/5/2002,none issued,Meeting with countries contributing troops to the UN Peacekeeping Force in Cyprus,Communiqué,0,1,0,0,0,0,0,0,1,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4548,5,June,2002,6/5/2002,SC/7421,Democratic Republic of the Congo,S/PRST/2002/19,1,0,0,0,0,0,0,0,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4550(closed),11,June,2002,6/11/2002,none issued,Meeting with countries contributing troops to the UN Organization Mission in the Democratic Republic of the Congo,Communiqué,0,1,0,0,0,0,0,0,1,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4553(closed),13,June,2002,6/13/2002,none issued,Meeting with countries contributing troops to the UN Mission in Bosnia and Herzegovina,Communiqué,0,1,0,0,0,0,0,0,1,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4551,13,June,2002,6/13/2002,SC/7423,Cyprus,"S/RES/1416 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4552(Resumption 1),13,June,2002,6/13/2002,SC/7424,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4552,13,June,2002,6/13/2002,SC/7424,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4554,14,June,2002,6/14/2002,SC/7425,Democratic Republic of the Congo,"S/RES/1417 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4555,19,June,2002,6/19/2002,SC/7427,Bosnia and Herzegovina,--,0,0,0,0,0,0,0,1,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4556(closed),20,June,2002,6/20/2002,none issued,"Middle East situation, including the Palestinian question",Communiqué,0,1,0,0,0,0,0,0,1,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4557,21,June,2002,6/21/2002,SC/7429,Afghanistan,--,0,0,0,0,0,0,0,1,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4558,21,June,2002,6/21/2002,SC/7430,Bosnia and Herzegovina,"S/RES/1418 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4559,26,June,2002,6/26/2002,SC/7434,Kosovo (Federal Republic of Yugoslavia),--,0,0,0,0,0,0,0,1,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4560,26,June,2002,6/26/2002,SC/7435,Afghanistan,"S/RES/1419 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4561,27,June,2002,6/27/2002,SC/7436,Peace and security — terrorist acts,--,0,0,0,0,0,0,0,1,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4562(closed),28,June,2002,6/28/2002,none issued,Wrap-up discussion on the work of the Security Council for the month of June (summary paper:S/2002/759),Communiqué,0,1,0,0,0,0,0,0,1,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4563,30,June,2002,6/30/2002,SC/7437,Bosnia and Herzegovina,"Draft resolutionS/2002/712vetoed by USA
13-1-1",0,0,0,0,0,0,1,0,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4564,30,June,2002,6/30/2002,SC/7438,Bosnia and Herzegovina,"S/RES/1420 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Syria,male,no,yes,APG,Mikhail Wehbe,
0,n/a,n/a,S/PV.4565(closed),3,July,2002,7/3/2002,none issued,Somalia,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4566,3,July,2002,7/3/2002,SC/7441,Bosnia and Herzegovina,"S/RES/1421 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4567(closed),8,July,2002,7/8/2002,none issued,Guinea-Bissau,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4569(closed),10,July,2002,7/10/2002,none issued,Meeting with countries contributing troops to the UN Mission of Observers in Prevlaka,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4568 (Resumption 1)+Corr.1,10,July,2002,7/10/2002,SC/7445/Rev.1,Bosnia and Herzegovina,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4568,10,July,2002,7/10/2002,SC/7445/Rev.1,Bosnia and Herzegovina,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4571(closed),11,July,2002,7/11/2002,none issued,Central African Republic,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4570(closed),11,July,2002,7/11/2002,none issued,Sierra Leone,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4572,12,July,2002,7/12/2002,SC/7450,United Nations peacekeeping,"S/RES/1422 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4573,12,July,2002,7/12/2002,SC/7451,Bosnia and Herzegovina,"S/RES/1423 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4574,12,July,2002,7/12/2002,SC/7452,Croatia,"S/RES/1424 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4576(closed),17,July,2002,7/17/2002,none issued,Meeting with countries contributing troops to the UN Interim Force in Lebanon,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4575,17,July,2002,7/17/2002,SC/7455,Angola,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4577 (Resumption 1),18,July,2002,7/18/2002,SC/7456,Africa,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4577,18,July,2002,7/18/2002,SC/7456,Africa,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4578,18,July,2002,7/18/2002,SC/7457,"Middle East situation, including the Palestinian question",S/PRST/2002/20,1,0,0,0,0,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4579 (Resumption 1),19,July,2002,7/19/2002,SC/7458,Afghanistan,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4579,19,July,2002,7/19/2002,SC/7458,Afghanistan,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4580,22,July,2002,7/22/2002,SC/7459,Somalia,"S/RES/1425 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4581(closed),23,July,2002,7/23/2002,none issued,International Tribunal — Yugoslavia,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4582,23,July,2002,7/23/2002,SC/7461,International Tribunal — Yugoslavia,S/PRST/2002/21,1,0,0,0,0,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4583,23,July,2002,7/23/2002,SC/7462,Democratic Republic of the Congo,S/PRST/2002/22,1,0,0,0,0,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4587(closed),24,July,2002,7/24/2002,none issued,Meeting with countries contributing troops to the UN Mission for the Referendum in Western Sahara,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4586(closed),24,July,2002,7/24/2002,none issued,Meeting with countries contributing troops to the UN Observer Mission in Georgia,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4585,24,July,2002,7/24/2002,SC/7464,Admission of new Members — Switzerland,"S/RES/1426 (2002)
without vote",0,0,0,1,0,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4585,24,July,2002,7/24/2002,SC/7464,Admission of new Members — Switzerland,S/PRST/2002/23,1,0,0,0,0,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4584,24,July,2002,7/24/2002,SC/7464,Admission of new Members — Switzerland,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4588,24,July,2002,7/24/2002,SC/7465,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4589 (Resumption 1),25,July,2002,7/25/2002,SC/7467,Women and peace and security,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4589+Corr.1,25,July,2002,7/25/2002,SC/7467,Women and peace and security,--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4590(closed),29,July,2002,7/29/2002,none issued,Georgia,Communiqué,0,1,0,0,0,0,0,0,1,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4591,29,July,2002,7/29/2002,SC/7470,Georgia,"S/RES/1427 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4592+Corr.1,30,July,2002,7/30/2002,SC/7472,Kosovo (Federal Republic of Yugoslavia),--,0,0,0,0,0,0,0,1,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4593,30,July,2002,7/30/2002,SC/7473,Middle East — UNIFIL,"S/RES/1428 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,
0,n/a,n/a,S/PV.4594,30,July,2002,7/30/2002,SC/7474,Western Sahara,"S/RES/1429 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United Kingdom,male,yes,no,WEOG,Jeremy Greenstock,One of the meetings was held by Valerie Ann Amos
0,n/a,n/a,S/PV.4595(closed),7,August,2002,8/7/2002,none issued,Angola,Communiqué,0,1,0,0,0,0,0,0,1,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4597(closed),8,August,2002,8/8/2002,none issued,Democratic Republic of the Congo,Communiqué,0,1,0,0,0,0,0,0,1,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4596,8,August,2002,8/8/2002,SC/7479,Democratic Republic of the Congo,--,0,0,0,0,0,0,0,1,0,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4599(closed),13,August,2002,8/13/2002,none issued,Meeting with countries contributing troops to the UN Mission in Ethiopia and Eritrea,Communiqué,0,1,0,0,0,0,0,0,1,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4598(closed),13,August,2002,8/13/2002,none issued,East Timor,Communiqué,0,1,0,0,0,0,0,0,1,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4600,14,August,2002,8/14/2002,SC/7481/Rev.1,Eritrea-Ethiopia,"S/RES/1430 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4601,14,August,2002,8/14/2002,SC/7482,International Tribunal — Rwanda,"S/RES/1431 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4602,15,August,2002,8/15/2002,SC/7483,Democratic Republic of the Congo,S/PRST/2002/24,1,0,0,0,0,0,0,0,0,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4603,15,August,2002,8/15/2002,SC/7484,Angola,"S/RES/1432 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4604,15,August,2002,8/15/2002,SC/7486,Angola,"S/RES/1433 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,United States,male,yes,no,WEOG,John Negroponte,
0,n/a,n/a,S/PV.4605,5,September,2002,9/5/2002,SC/7495,Kosovo (Federal Republic of Yugoslavia),--,0,0,0,0,0,0,0,1,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4606,6,September,2002,9/6/2002,SC/7496,Eritrea-Ethiopia,"S/RES/1434 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4607,11,September,2002,9/11/2002,SC/7500,High-level meeting on the anniversary of 11 September 2001: acts of international terrorism,S/PRST/2002/25,1,0,0,0,0,0,0,0,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4608(closed),13,September,2002,9/13/2002,none issued,Democratic Republic of the Congo,Communiqué,0,1,0,0,0,0,0,0,1,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4609(closed),17,September,2002,9/17/2002,none issued,Burundi,Communiqué,0,1,0,0,0,0,0,0,1,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4610(closed),18,September,2002,9/18/2002,none issued,Meeting with countries contributing troops to the UN Mission in Sierra Leone,Communiqué,0,1,0,0,0,0,0,0,1,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4612(closed),19,September,2002,9/19/2002,none issued,Meeting with countries contributing troops to the UN Organization Mission in the Democratic Republic of the Congo,Communiqué,0,1,0,0,0,0,0,0,1,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4611,19,September,2002,9/19/2002,SC/7506,Afghanistan,--,0,0,0,0,0,0,0,1,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4613,20,September,2002,9/20/2002,SC/7508,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4614 (Resumption 1),23,September,2002,9/23/2002,SC/7509,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4614+Corr.1,23,September,2002,9/23/2002,SC/7509,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4614 (Resumption 2),24,September,2002,9/24/2002,SC/7509,"Middle East situation, including the Palestinian question","S/RES/1435 (2002)
14-0-1",0,0,0,1,0,0,0,0,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4615,24,September,2002,9/24/2002,SC/7511,Sierra Leone,"S/RES/1436 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4616+Corr.1,26,September,2002,9/26/2002,SC/7514,Annual report of the Security Council to the General Assembly,Note (S/2002/1068),0,0,0,0,0,0,0,0,0,Bulgaria,male,no,yes,EEG,Solomon Passy,
0,n/a,n/a,S/PV.4617(closed),2,October,2002,10/2/2002,none issued,Meeting with countries contributing troops to the UN Iraq-Kuwait Observation Mission,Communiqué,0,1,0,0,0,0,0,0,1,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4618 (Resumption 1),4,October,2002,10/4/2002,SC/7522,Peace and security — terrorist acts,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4618,4,October,2002,10/4/2002,SC/7522,Peace and security — terrorist acts,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4619,8,October,2002,10/8/2002,SC/7524,Peace and security — terrorist acts,S/PRST/2002/26,1,0,0,0,0,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4618 (Resumption 2),8,October,2002,10/8/2002,SC/7524,Peace and security — terrorist acts,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4620(closed),10,October,2002,10/10/2002,none issued,Meeting with countries contributing troops to the UN Mission of Observers in Prevlaka,Communiqué,0,1,0,0,0,0,0,0,1,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4621,11,October,2002,10/11/2002,SC/7526,International Tribunal — Rwanda,Letter (S/2002/1131),0,0,0,0,0,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4622,11,October,2002,10/11/2002,SC/7527,Croatia,"S/RES/1437 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4623 (Resumption 1),11,October,2002,10/11/2002,SC/7528,Small arms,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4623,11,October,2002,10/11/2002,SC/7528,Small arms,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4624,14,October,2002,10/14/2002,SC/7529,Peace and security — terrorist acts,"S/RES/1438 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4625 (Resumption 1),16,October,2002,10/16/2002,SC/7534,Iraq-Kuwait,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4625+Corr.1,16,October,2002,10/16/2002,SC/7534,Iraq-Kuwait,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4625(Resumption 3)+Corr.1,17,October,2002,10/17/2002,SC/7536,Iraq-Kuwait,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4625 (Resumption 2),17,October,2002,10/17/2002,SC/7536,Iraq-Kuwait,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4626,18,October,2002,10/18/2002,SC/7537,Democratic Republic of the Congo,S/PRST/2002/27,1,0,0,0,0,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4627,18,October,2002,10/18/2002,SC/7538,Central African Republic,S/PRST/2002/28,1,0,0,0,0,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4628,18,October,2002,10/18/2002,SC/7539,Angola,"S/RES/1439 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4629,21,October,2002,10/21/2002,SC/7540,ICJ — Election,Election of members,0,0,0,0,0,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4630 (Resumption 1),22,October,2002,10/22/2002,SC/7542,Central African region,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4630,22,October,2002,10/22/2002,SC/7542,Central African region,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4631+Corr.1,23,October,2002,10/23/2002,SC/7544,Bosnia and Herzegovina,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4632,24,October,2002,10/24/2002,SC/7545,Peace and security — terrorist acts,"S/RES/1440 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4633,24,October,2002,10/24/2002,SC/7546,Kosovo (Federal Republic of Yugoslavia),S/PRST/2002/29,1,0,0,0,0,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4634,24,October,2002,10/24/2002,SC/7547,Democratic Republic of the Congo,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4635,28,October,2002,10/28/2002,SC/7550,Women and peace and security,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4637(closed),29,October,2002,10/29/2002,none issued,International Tribunal — Rwanda & Yugoslavia,Communiqué,0,1,0,0,0,0,0,0,1,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4636(closed),29,October,2002,10/29/2002,none issued,Briefing by ICJ President,Communiqué,0,1,0,0,0,0,0,0,1,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4635 (Resumption 1),29,October,2002,10/29/2002,SC/7552,Women and peace and security,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4638,30,October,2002,10/30/2002,SC/7553,Afghanistan,--,0,0,0,0,0,0,0,1,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4639,31,October,2002,10/31/2002,SC/7554,Small arms,S/PRST/2002/30,1,0,0,0,0,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4640,31,October,2002,10/31/2002,SC/7555,Central African region,S/PRST/2002/31,1,0,0,0,0,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4641,31,October,2002,10/31/2002,SC/7556,Women and peace and security,S/PRST/2002/32,1,0,0,0,0,0,0,0,0,Cameroon,male,no,yes,AG,Martin Belinga Eboutou,
0,n/a,n/a,S/PV.4642 (Resumption 1),5,November,2002,11/5/2002,SC/7561,Democratic Republic of the Congo,--,0,0,0,0,0,0,0,1,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4642,5,November,2002,11/5/2002,SC/7561,Democratic Republic of the Congo,--,0,0,0,0,0,0,0,1,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4643,6,November,2002,11/6/2002,SC/7563,Kosovo (Federal Republic of Yugoslavia),--,0,0,0,0,0,0,0,1,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4644+Corr.1,8,November,2002,11/8/2002,SC/7564,Iraq-Kuwait,"S/RES/1441 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4645,12,November,2002,11/12/2002,SC/7568,"Middle East situation, including the Palestinian question",--,0,0,0,0,0,0,0,1,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4646 (Resumption 1),14,November,2002,11/14/2002,SC/7569,Timor-Leste,--,0,0,0,0,0,0,0,1,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4646,14,November,2002,11/14/2002,SC/7569,Timor-Leste,--,0,0,0,0,0,0,0,1,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4648(closed),21,November,2002,11/21/2002,none issued,Meeting with countries contributing troops to the UN Peacekeeping Force in Cyprus,Communiqué,0,1,0,0,0,0,0,0,1,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4647,21,November,2002,11/21/2002,SC/7572,Papua New Guinea,--,0,0,0,0,0,0,0,1,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4649,25,November,2002,11/25/2002,SC/7576,Cyprus,"S/RES/1442 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4650,25,November,2002,11/25/2002,SC/7577,Iraq-Kuwait,"S/RES/1443 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4651,27,November,2002,11/27/2002,SC/7580,Afghanistan,"S/RES/1444 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,China,male,yes,no,APG,Wang Yingfan,
0,n/a,n/a,S/PV.4652,3,December,2002,12/3/2002,SC/7582,Peace and security — Africa's food crisis,--,0,0,0,0,0,0,0,1,0,Colombia,male,no,yes,GRULAC,Alfonso Valdivieso Sarmiento ,
0,n/a,n/a,S/PV.4653,4,December,2002,12/4/2002,SC/7583,Democratic Republic of the Congo,"S/RES/1445 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Colombia,male,no,yes,GRULAC,Alfonso Valdivieso Sarmiento ,
0,n/a,n/a,S/PV.4654,4,December,2002,12/4/2002,SC/7584,Sierra Leone,"S/RES/1446 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Colombia,male,no,yes,GRULAC,Alfonso Valdivieso Sarmiento ,
0,n/a,n/a,S/PV.4655,4,December,2002,12/4/2002,SC/7586,Burundi,--,0,0,0,0,0,0,0,1,0,Colombia,male,no,yes,GRULAC,Alfonso Valdivieso Sarmiento ,
0,n/a,n/a,S/PV.4656,4,December,2002,12/4/2002,SC/7587,Iraq-Kuwait,"S/RES/1447 (2002)
15-0-0",0,0,0,1,1,0,0,0,0,Colombia,male,no,yes,GRULAC,Alfonso Valdivieso Sarmiento ,
